X,Y,OBJECTID,CASENUMBER,LECASENUM,CRASH_KEY,AV_DATE,MNTH,DAYOFWEEK,TIMESTR,DISTRICT,CNTY,CITYNAME,SYSTEMSTR,LITERAL,FRSTHARM,LOCFSTHRM,CRCOMNNR,MAJCSE,DRUGALC,ECNTCRC,LGHT,LGHTNG,CSRFCND,WEATHER,RCNTCRC,PAVED,WZRELATED,CSEV,FATALITIES,INJURIES,MAJINJURY,MININJURY,POSSINJURY,UNKINJURY,PROPDMG,VEHICLES,TOCCUPANTS,REPORT,XCOORD,YCOORD,CRASH_YEAR
-92.644129900785671,41.273030577896847,602482,2008417459,2620ISP,2008001551,20080110,January,Thursday,13:49,District 5 (Southeast),Mahaska,N/A,US 63,US 63,Collision with:  Vehicle in traffic,On Roadway,Head-on,Crossed centerline,None Indicated,None apparent,Daylight,Daylight,Snow,Snow,Road surface condition,Paved,,Fatal,1,0,0,0,0,0,10000,2,2,2001 Officer TraCS,529806,4569127,2008
-96.371026693245568,42.793274198516592,602931,2008466493,SO8002112,2008044314,20081015,October,Wednesday,23:30,District 3 (Northwest),Plymouth,N/A,,180TH ST,Collision with fixed object:  Ditch/embankment,Roadside,Non-collision,Exceeded authorized speed,Alcohol (Statutory),None apparent,Dark - roadway not lighted,Darkness,Dry,Clear,None apparent,Unpaved,,Fatal,1,0,0,0,0,0,13000,1,1,2001 Officer TraCS,224302,4743371,2008
-91.922304881857144,42.61685830922054,602935,2008470054,50026ISP,2008047515,20081031,October,Friday,16:50,District 6 (East Central),Buchanan,N/A,,Co Rd C57/118TH ST,Non-collision events:  Overturn/rollover,On Roadway,Non-collision,Swerving/Evasive Action,Alcohol (Statutory),None apparent,Daylight,Daylight,Dry,Clear,None apparent,Paved,,Fatal,1,0,0,0,0,0,5000,1,1,2001 Officer TraCS,588386,4718831,2008
-95.470527604884339,41.718265879192394,603006,2008469635,50143ISP,2008047129,20081101,November,Saturday,10:14,District 4 (Southwest),Shelby,N/A,IA 191,IA 191/IOWA 191 & Co Rd F32/STREET F32,Collision with:  Vehicle in traffic,On Roadway,Broadside,Ran Stop Sign,None Indicated,None apparent,Daylight,Daylight,Dry,Clear,None apparent,Paved,,Fatal,1,1,0,1,0,0,28000,2,2,2001 Officer TraCS,294490,4621445,2008
-94.535725416919618,43.08458944711105,608084,2011638756,2011040862,2011024389,20110714,July,Thursday,08:50,District 3 (Northwest),Palo Alto,N/A,US 18,US 18/390 ST,Collision with:  Vehicle in traffic,On Roadway,Head-on,Crossed centerline,None Indicated,None apparent,Daylight,Daylight,Wet,Rain,None apparent,Paved,,Fatal,2,2,1,1,0,0,15000,2,4,2001 Officer TraCS,374997,4771352,2011
-95.902068834276633,41.248654849828505,608230,2011639135,11-025307,2011024716,20110721,July,Thursday,02:05,District 4 (Southwest),Pottawattamie,Council Bluffs,,S 35TH ST,Non-collision events:  Overturn/rollover,On Roadway,Non-collision,Unknown,None Indicated,None apparent,Dark - roadway lighted,Darkness,Dry,Partly cloudy,None apparent,Paved,,Fatal,1,0,0,0,0,0,4000,1,1,2001 Officer TraCS,256838,4570422,2011
-94.667984397515838,41.493187582882399,608271,2011650188,2011055337,2011034507,20110926,September,Monday,14:42,District 4 (Southwest),Adair,N/A,I-80,I-80,Non-collision events:  Overturn/rollover,Median,Sideswipe - opposite direction,Ran off road - right,None Indicated,None apparent,Daylight,Daylight,Dry,Clear,None apparent,Paved,,Fatal,1,2,0,1,1,0,16000,2,4,2001 Officer TraCS,360769,4594850,2011
-91.723153354911815,41.876611677849191,608357,2011637879,201100019398,2011023613,20110609,June,Thursday,03:20,District 6 (East Central),Linn,N/A,,WALFORD RD,Collision with:  Other non-fixed object (explain in narrative),Roadside,Non-collision,Ran off road - left,Alcohol (Statutory),None apparent,Dark - roadway not lighted,Darkness,Sand/mud/dirt/oil/gravel,Rain,None apparent,Unpaved,,Fatal,1,1,0,1,0,0,8000,1,2,2001 Officer TraCS,605951,4636864,2011
-93.523348469038311,41.892209082575945,608758,2012713631,12007520    ,2012041717,20121124,November,Saturday,09:30,District 1 (Central),Story,Cambridge,,320TH ST                                                                                                                                                                                                                                                      ,Non-collision events:  Overturn/rollover,Roadside,Non-collision,Ran off road - right,None Indicated,None apparent,Daylight,Daylight,Sand/mud/dirt/oil/gravel,Partly cloudy,None apparent,Unpaved,,Fatal,1,1,0,1,0,0,6000,1,2,2001 Officer TraCS,456585,4637940,2012
-96.017521080125519,43.070239033538904,608834,2012677740,12-2878     ,2012009759,20120316,March,Friday,06:00,District 3 (Northwest),Sioux,N/A,,Co Rd B40/400TH ST & JEFFERSON AVE                                                                                                                                                                                                                            ,Collision with:  Vehicle in traffic,On Roadway,Sideswipe - opposite direction,Crossed centerline,None Indicated,Weather conditions,Dawn,Darkness,Wet,Fog/smoke,None apparent,Paved,,Fatal,1,2,0,2,0,0,16000,2,3,2001 Officer TraCS,254320,4773034,2012
-90.348338582352284,41.953538824308978,608884,2012677935,2012011197  ,2012009944,20120223,February,Thursday,14:30,District 6 (East Central),Clinton,N/A,IA 136,IA 136/IOWA 136                                                                                                                                                                                                                                               ,Collision with:  Vehicle in traffic,On Roadway,Sideswipe - opposite direction,Driving too fast for conditions,None Indicated,Weather conditions,Daylight,Daylight,Snow,Snow,Road surface condition,Paved,,Fatal,1,1,1,0,0,0,40000,2,3,2001 Officer TraCS,719773,4648018,2012
-91.323500079058178,41.023277656263275,608891,2012674226,12-06085    ,2012006743,20120225,February,Saturday,01:21,District 5 (Southeast),Des Moines,N/A,,Co Rd X31/205TH AVE                                                                                                                                                                                                                                           ,Collision with fixed object:  Ditch/embankment,Outside trafficway,Non-collision,Ran off road - left,Alcohol (Statutory),Unknown,Dark - roadway not lighted,Darkness,Ice,Snow,Unknown,Paved,,Fatal,1,0,0,0,0,0,3000,1,1,2001 Officer TraCS,640950,4542694,2012
-92.922063297788128,42.021135697162066,608933,2012667467,2012000395  ,2012001065,20120113,January,Friday,17:05,District 1 (Central),Marshall,Marshalltown,,WESTWOOD DR & S 6TH ST                                                                                                                                                                                                                                        ,Collision with:  Vehicle in traffic,On Roadway,Broadside,Ran Stop Sign,None Indicated,None apparent,Dusk,Daylight,Wet,Clear,None apparent,Paved,,Fatal,2,1,0,1,0,0,25000,2,3,2001 Officer TraCS,506453,4652125,2012
-92.991949941315454,40.669286510369368,609020,2014802519,14008213,2014021519,20140608,June,Sunday,20:05,District 5 (Southeast),Appanoose,N/A,,153RD AVE,Collision with fixed object:  Ditch/embankment,Roadside,Non-collision,Swerving/Evasive Action,None Indicated,None apparent,Dark - roadway not lighted,Daylight,Dry,Clear,None apparent,Unpaved,,Fatal,1,0,0,0,0,0,6700,1,1,2001 Officer TraCS,500681,4502045,2014
-92.966229249436466,43.116421205161608,609045,2014801103,2014030337,2014020268,20140521,May,Wednesday,15:30,District 2 (Northeast),Floyd,N/A,US 18,US 18,Collision with:  Vehicle in traffic,On Roadway,Rear-end,Other (explain in narrative):  Other improper action,None Indicated,None apparent,Daylight,Daylight,Dry,Clear,None apparent,Paved,,Fatal,1,1,0,1,0,0,10000,2,2,2001 Officer TraCS,502748,4773743,2014
-94.935354580434932,42.647191324254806,609093,2011665882,122911-57,2011048714,20111229,December,Thursday,08:45,District 3 (Northwest),Buena Vista,N/A,,600TH ST & 240TH AVE,Collision with:  Vehicle in/from other roadway,On Roadway,Broadside,Ran Stop Sign,None Indicated,None apparent,Daylight,Daylight,Sand/mud/dirt/oil/gravel,Clear,None apparent,Unpaved,,Fatal,1,2,1,0,1,0,18000,2,3,2001 Officer TraCS,341351,4723452,2011
-93.620742548259358,41.595771543682382,609243,2013777267,20130033886,2013049943,20131026,October,Saturday,03:09,District 1 (Central),Polk,Des Moines,I-235 ,I-235                                                                                                                                                                                                                                                         ,Collision with fixed object:  Poles (utility/light/etc.),Shoulder,Non-collision,Exceeded authorized speed,Alcohol (Statutory),None apparent,Dark - roadway lighted,Darkness,Dry,Clear,None apparent,Paved,,Fatal,1,0,0,0,0,0,30000,1,1,2001 Officer TraCS,448268,4605082,2013
-94.956071500191428,42.078720680357236,609284,2012716007,12-011030   ,2012043873,20121117,November,Saturday,10:30,District 3 (Northwest),Carroll,N/A,US 30 ,US 30 & Co Rd N14/HAWTHORNE AVE                                                                                                                                                                                                                               ,Collision with:  Vehicle in traffic,On Roadway,Head-on,FTYROW:  Making left turn,None Indicated,None apparent,Daylight,Daylight,Dry,Clear,None apparent,Paved,,Fatal,1,0,0,0,0,0,8000,2,4,2001 Officer TraCS,338200,4660367,2012
-93.85335574342615,42.502287375756396,609290,2012711755,12008471    ,2012040005,20121110,November,Saturday,02:20,District 1 (Central),Hamilton,N/A,,Co Rd R27/FISHER AVE                                                                                                                                                                                                                                          ,Non-collision events:  Overturn/rollover,Outside trafficway,Non-collision,Driving too fast for conditions,Alcohol (Statutory),None apparent,Dark - roadway not lighted,Darkness,Dry,Partly cloudy,None apparent,Paved,,Fatal,1,0,0,0,0,0,3500,1,1,2001 Officer TraCS,429886,4705899,2012
-93.793105512604953,42.899042941771668,609348,2012702246,2012047713  ,2012031379,20120827,August,Monday,23:00,District 2 (Northeast),Wright,N/A,,Co Rd R35/JACKSON AVE                                                                                                                                                                                                                                         ,Collision with:  Non-motorist (see non-motorist type),On Roadway,Non-collision,FTYROW:  To pedestrian,Alcohol (Statutory),Pedestrian action,Dark - roadway not lighted,Darkness,Dry,Clear,None apparent,Paved,,Fatal,1,0,0,0,0,0,2500,1,1,2001 Officer TraCS,435250,4749908,2012
-96.017270666461286,42.79778511282759,609371,2012717302,2012060168  ,2012045087,20121110,November,Saturday,14:30,District 3 (Northwest),Plymouth,N/A,,POLK AVE                                                                                                                                                                                                                                                      ,Non-collision events:  Overturn/rollover,On Roadway,Non-collision,Exceeded authorized speed,None Indicated,None apparent,Daylight,Daylight,Dry,Partly cloudy,None apparent,Unpaved,,Fatal,1,2,0,2,0,0,4000,1,3,2001 Officer TraCS,253254,4742775,2012
-94.619485123610445,42.491409294806466,609871,2012689649,2012032333  ,2012020201,20120609,June,Saturday,21:40,District 3 (Northwest),Calhoun,N/A,,Co Rd N57/TWIN LAKES RD                                                                                                                                                                                                                                       ,Collision with:  Vehicle in traffic,On Roadway,Rear-end,Exceeded authorized speed,Drug/Alcohol (Statutory),None apparent,Dark - roadway not lighted,Darkness,Dry,Clear,None apparent,Paved,,Fatal,1,1,1,0,0,0,8000,2,2,2001 Officer TraCS,366914,4705609,2012
-91.625116578041769,40.981664220287925,610054,2013738708,2013025862,2013015614,20130507,May,Tuesday,19:34,District 5 (Southeast),Henry,N/A,,OLD HIGHWAY 34                                                                                                                                                                                                                                                ,Collision with fixed object:  Ditch/embankment,Outside trafficway,Non-collision,Ran off road - right,Alcohol (Statutory),None apparent,Dusk,Daylight,Dry,Clear,None apparent,Paved,,Fatal,1,0,0,0,0,0,2000,1,1,2001 Officer TraCS,615664,4537631,2013
-92.603096004581928,41.296172493044871,610475,2012668059,2012001288  ,2012001537,20120108,January,Sunday,15:25,District 5 (Southeast),Mahaska,N/A,IA 92 ,IA 92/IOWA 92 & OSBURN AVE                                                                                                                                                                                                                                    ,Collision with:  Vehicle in traffic,On Roadway,Head-on,Operating vehicle in an erratic/reckless/careless/negligent/aggressive manner,Drug,None apparent,Daylight,Daylight,Dry,Partly cloudy,None apparent,Paved,,Fatal,1,2,0,0,2,0,7200,2,3,2001 Officer TraCS,533231,4571711,2012
-93.633682904930509,41.614724203977268,610568,2012682111,20120011079 ,2012013547,20120415,April,Sunday,02:18,District 1 (Central),Polk,Des Moines,,HICKMAN RD                                                                                                                                                                                                                                                    ,Collision with fixed object:  Poles (utility/light/etc.),On Roadway,Non-collision,Over correcting/over steering,None Indicated,Weather conditions,Dark - roadway lighted,Darkness,Sand/mud/dirt/oil/gravel,Rain,Road surface condition,Paved,,Fatal,1,2,1,1,0,0,8000,1,3,2001 Officer TraCS,447205,4607194,2012
-92.819321720518374,41.303542819183299,610581,2012700487,2012045644  ,2012029800,20120816,August,Thursday,12:45,District 5 (Southeast),Mahaska,N/A,IA 92 ,IA 92/IOWA 92                                                                                                                                                                                                                                                 ,Collision with:  Vehicle in traffic,On Roadway,Head-on,Crossed centerline,None Indicated,None apparent,Daylight,Daylight,Dry,Clear,None apparent,Paved,,Fatal,1,1,0,0,1,0,58000,2,2,2001 Officer TraCS,515126,4572469,2012
-91.676203275055926,41.939576189582354,610608,2012693021,201209481   ,2012023214,20120626,June,Tuesday,21:40,District 6 (East Central),Linn,Cedar Rapids,,6TH ST SW                                                                                                                                                                                                                                                     ,Collision with:  Vehicle in traffic,On Roadway,Head-on,Crossed centerline,None Indicated,None apparent,Dark - roadway lighted,Darkness,Dry,Clear,None apparent,Paved,,Fatal,1,1,0,1,0,0,30000,2,2,2001 Officer TraCS,609739,4643914,2012
-91.134348815805168,42.393629579645207,610710,2012694411,2012036458  ,2012024423,20120701,July,Sunday,08:42,District 6 (East Central),Delaware,Farley,US 20 ,US 20/SE RAMP CURV & Co Rd D35/272ND ST                                                                                                                                                                                                                       ,Non-collision events:  Overturn/rollover,Shoulder,Non-collision,Ran off road - right,None Indicated,None apparent,Daylight,Daylight,Dry,Clear,None apparent,Paved,,Fatal,1,0,0,0,0,0,3000,1,1,2001 Officer TraCS,653556,4695167,2012
-93.62565657649958,41.535522184103947,612423,2003000765,,2003000690,20030109,January,Thursday,17:35,District 1 (Central),Polk,Des Moines,,KENYON AV & SW 9TH ST,Collision with:  Vehicle in traffic,On Roadway,Broadside,FTYROW:  Making left turn,None Indicated,None apparent,Dark - roadway lighted,Darkness,Dry,Partly cloudy,None apparent,Paved,,Fatal,1,3,0,0,3,0,10000,2,4,2001 Officer Paper,447810,4598396,2003
-90.900956253798881,41.517217447013451,612527,2003004998,,2003004473,20030119,January,Sunday,17:19,District 5 (Southeast),Muscatine,N/A,US 61,US 61/HWY 61 & Co Rd Y26/VAIL,Non-collision events:  Overturn/rollover,Shoulder,Non-collision,Ran off road - left,Alcohol (Statutory),None apparent,Dark - unknown roadway lighting,Dusk Twilight (Civil),Dry,Not Reported,None apparent,Paved,,Fatal,1,0,0,0,0,0,8000,1,1,2001 Officer Paper,675151,4598302,2003
-92.308477865944866,42.455160821932985,612669,2003009816,W03-18615,2003008727,20030303,March,Monday,13:33,District 2 (Northeast),Black Hawk,Waterloo,I-380,I-380 & TEXAS ST,Collision with fixed object:  Guardrail,On Roadway,Non-collision,Ran off road - left,None Indicated,Weather conditions,Daylight,Daylight,Slush,Snow,Road surface condition,Paved,,Fatal,2,0,0,0,0,0,11400,1,2,2001 Officer TraCS,556861,4700545,2003
-92.308564428895664,42.491500006332437,612705,2003004213,W03-8464,2003003766,20030129,January,Wednesday,11:26,District 2 (Northeast),Black Hawk,Waterloo,,DUBUQUE RD & ADRIAN ST & IDAHO ST,Collision with:  Vehicle in traffic,On Roadway,Broadside,Ran Traffic Signal,Drug/Alcohol (Statutory),None apparent,Daylight,Daylight,Wet,Not Reported,None apparent,Paved,,Fatal,1,1,1,0,0,0,7000,2,3,2001 Officer TraCS,556821,4704580,2003
-90.79904220951957,41.620174536864255,612992,2003022979,SP3123062277,2003020303,20030519,May,Monday,05:19,District 6 (East Central),Scott,N/A,I-80,I-80,Collision with:  Animal,On Roadway,Non-collision,Animal,None Indicated,Animal in roadway,Dark - roadway not lighted,Darkness,Dry,Cloudy,None apparent,Paved,,Fatal,1,0,0,0,0,0,4000,1,2,2001 Officer TraCS,683364,4609945,2003
-91.067404122726515,41.404911151663939,613041,2003023132,,2003020445,20030423,April,Wednesday,23:44,District 5 (Southeast),Muscatine,Muscatine,,MUSSER ST,Collision with:  Railway vehicle/train,On Roadway,Broadside,Other (explain in narrative):  Other improper action,Alcohol (Statutory),None apparent,Dark - roadway lighted,Darkness,Dry,Clear,None apparent,Paved,,Fatal,1,0,0,0,0,0,8100,2,1,2001 Officer Paper,661540,4585509,2003
-93.578548389312658,41.600513256196265,614267,2004202258,2004 0002102,2004002106,20040116,January,Friday,23:24,District 1 (Central),Polk,Des Moines,IA 163,IA 163/E UNIVERSITY AVE & HUBBELL AVE,Collision with:  Vehicle in traffic,On Roadway,Broadside,Ran Traffic Signal,None Indicated,None apparent,Dark - roadway lighted,Darkness,Wet,Mist,None apparent,Paved,,Fatal,1,3,0,1,2,0,18947,2,4,2001 Officer TraCS,451788,4605584,2004
-93.366726382907032,41.600600438827207,614362,2004205461,04-8246,2004005036,20040126,January,Monday,07:01,District 1 (Central),Polk,N/A,IA 163,IA 163 & Co Rd S27/NE 112 ST,Collision with:  Vehicle in traffic,On Roadway,Broadside,FTYROW:  From stop sign,None Indicated,None apparent,Dawn,Darkness,Snow,Snow,Road surface condition,Paved,,Fatal,2,1,1,0,0,0,30000,2,4,2001 Officer TraCS,469440,4605497,2004
-91.942048708146544,41.38116950439759,613399,2003031961,SP3134332252,2003028401,20030705,July,Saturday,00:00,District 5 (Southeast),Washington,N/A,,Co Rd G26/190TH ST,Collision with fixed object:  Ditch/embankment,Shoulder,Non-collision,Ran off road - right,Alcohol (Statutory),Unknown,Unknown,Darkness,Unknown,Unknown,None apparent,Paved,,Fatal,1,0,0,0,0,0,5000,1,1,2001 Officer TraCS,588462,4581611,2003
-93.974249494944132,42.031509975576689,613411,2003039703,SP1012413040,2003035118,20030809,August,Saturday,20:40,District 1 (Central),Boone,N/A,US 30,US 30/220TH ST & 222ND DR,Collision with:  Vehicle in traffic,On Roadway,Broadside,FTYROW:  From yield sign,None Indicated,None apparent,Dusk,Dusk Twilight (Civil),Dry,Clear,None apparent,Paved,,Fatal,1,0,0,0,0,0,11500,2,2,2001 Officer TraCS,419355,4653733,2003
-95.781587477622182,40.689076377934583,613428,2003039395,,2003034833,20030813,August,Wednesday,10:30,District 4 (Southwest),Fremont,N/A,I-29,I-29 & IA 2/STATE HWY 2,Collision with:  Vehicle in/from other roadway,On Roadway,Broadside,FTYROW:  From stop sign,None Indicated,None apparent,Daylight,Daylight,Dry,Partly cloudy,None apparent,Paved,,Fatal,2,1,0,0,1,0,13000,2,3,2001 Officer Paper,264955,4507963,2003
-93.563307409317304,41.547923341467296,613576,2003046729,2003-37593,2003041248,20030923,September,Tuesday,19:29,District 1 (Central),Polk,Des Moines,,WATROUS AVE E,Collision with fixed object:  Poles (utility/light/etc.),Shoulder,Non-collision,Exceeded authorized speed,Drug,None apparent,Dusk,Dusk Twilight (Civil),Dry,Clear,None apparent,Paved,,Fatal,3,1,1,0,0,0,40000,1,4,2001 Officer TraCS,453020,4599737,2003
-91.80408104921456,40.67416456345353,613638,2003041917,SP3131222333,2003036955,20030830,August,Saturday,21:49,District 5 (Southeast),Van Buren,N/A,IA 2,IA 2/HWY 2 & Co Rd W40/RTE W40,Non-collision events:  Overturn/rollover,Outside trafficway,Non-collision,Ran off road - right,Alcohol (< Statutory),None apparent,Dark - roadway not lighted,Darkness,Wet,Rain,None apparent,Paved,,Fatal,2,1,0,1,0,0,5000,1,3,2001 Officer TraCS,601074,4503274,2003
-94.284909136876095,41.493071026956464,613719,2003044780,,2003039548,20030826,August,Tuesday,23:51,District 4 (Southwest),Adair,N/A,I-80,I-80,Collision with:  Non-motorist (see non-motorist type),On Roadway,Non-collision,Unknown,None Indicated,Pedestrian action,Dark - roadway not lighted,Darkness,Dry,Clear,None apparent,Paved,,Fatal,1,0,0,0,0,0,0,1,1,2001 Officer Paper,392746,4594291,2003
-95.851187762638517,41.235552914002518,613863,2003048868,,2003043091,20031008,October,Wednesday,21:07,District 4 (Southwest),Pottawattamie,Council Bluffs,I-29,I-29 & IA 192/SOUTH EXPRESSWAY,Collision with:  Vehicle in/from other roadway,On Roadway,Angle - oncoming left turn,FTYROW:  Making left turn,None Indicated,None apparent,Dark - roadway lighted,Darkness,Dry,Partly cloudy,None apparent,Paved,,Fatal,1,2,0,0,2,0,23000,2,3,2001 Officer Paper,261054,4568826,2003
-90.648228194029528,41.507209069613253,614019,2003063227,03-25701,2003056169,20031213,December,Saturday,14:21,District 6 (East Central),Scott,Davenport,US 61,US 61/W RIVER DR,Collision with:  Vehicle in traffic,On Roadway,Sideswipe - opposite direction,Swerving/Evasive Action,None Indicated,Weather conditions,Daylight,Daylight,Snow,Snow,Road surface condition,Paved,,Fatal,1,2,1,1,0,0,13000,2,3,2001 Officer TraCS,696271,4597734,2003
-91.112162381982628,42.181316033065535,615372,2004236138,,2004033136,20040726,July,Monday,19:47,District 6 (East Central),Jones,N/A,IA 38,IA 38/HWY 38,Non-collision events:  Overturn/rollover,Roadside,Non-collision,Ran off road - right,Under Influence of Alcohol/Drugs/Medications,None apparent,Daylight,Daylight,Dry,Partly cloudy,None apparent,Paved,,Fatal,1,0,0,0,0,0,4000,1,1,2001 Officer Paper,655905,4671632,2004
-93.302958925835341,41.061548936153521,615546,2004243908,SP4024742378,2004040257,20040905,September,Sunday,11:47,District 5 (Southeast),Lucas,N/A,IA 14,IA 14,Collision with:  Vehicle in traffic,On Roadway,Broadside,FTYROW:  From driveway,None Indicated,None apparent,Daylight,Daylight,Dry,Clear,None apparent,Paved,,Fatal,1,1,0,0,1,0,16000,2,2,2001 Officer TraCS,474545,4545633,2004
-94.567349144001909,41.47500395114178,616169,2005207114,,2005003140,20050207,February,Monday,15:40,District 4 (Southwest),Adair,N/A,,Co Rd N72/FONTANELLE RD,Collision with fixed object:  Poles (utility/light/etc.),On Roadway,Non-collision,Driving too fast for conditions,None Indicated,Other (explain in narrative),Daylight,Daylight,Snow,Cloudy,Road surface condition,Unpaved,,Fatal,1,1,0,0,1,0,3000,1,2,2001 Officer Paper,369133,4592674,2005
-92.16330761614384,41.804906019906895,616605,2005217857,,2005016628,20050422,April,Friday,00:12,District 6 (East Central),Iowa,N/A,IA 212,IA 212/212 BLVD,Collision with fixed object:  Bridge/bridge rail/overpass,Shoulder,Non-collision,Lost Control,Alcohol (Statutory),None apparent,Dark - roadway not lighted,Darkness,Wet,Rain,None apparent,Paved,,Fatal,1,0,0,0,0,0,10000,1,1,2001 Officer Paper,569505,4628453,2005
-90.789608532153622,42.561400438168363,616641,2005217721,,2005016260,20050210,February,Thursday,17:12,District 6 (East Central),Dubuque,N/A,US 52,US 52 & PARADISE VALLEY RD,Collision with:  Vehicle in traffic,On Roadway,Head-on,Crossed centerline,None Indicated,None apparent,Daylight,Daylight,Dry,Clear,None apparent,Paved,,Fatal,1,1,0,1,0,0,50000,2,2,2001 Officer Paper,681446,4714478,2005
-95.233246627311786,41.044176960412479,616645,2005221475,SP5032532460,2005019062,20050511,May,Wednesday,15:15,District 4 (Southwest),Montgomery,N/A,IA 48,IA 48/IOWA 48,Collision with:  Vehicle in traffic,On Roadway,Head-on,Crossed centerline,None Indicated,None apparent,Daylight,Daylight,Wet,Cloudy,None apparent,Paved,,Fatal,1,1,1,0,0,0,36000,2,2,2001 Officer TraCS,312300,4546063,2005
-91.56464664932156,40.580550219251748,616655,2005220691,05-2078,2005018417,20050514,May,Saturday,04:50,District 5 (Southeast),Lee,N/A,IA 27,IA 27/IOWA 27,Collision with:  Vehicle in traffic,On Roadway,Head-on,Crossed centerline,Alcohol (Statutory),None apparent,Dark - roadway not lighted,Darkness,Dry,Cloudy,None apparent,Paved,,Fatal,1,1,0,1,0,0,13000,2,2,2001 Officer TraCS,621480,4493185,2005
-96.050136609048636,41.718390651235438,616905,2005229427,93-2005,2005026325,20050619,June,Sunday,01:30,District 4 (Southwest),Harrison,N/A,,200TH ST & CODY AVE,Collision with fixed object:  Ditch/embankment,On Roadway,Non-collision,Driving too fast for conditions,Drug/Alcohol (Statutory),Unknown,Dark - roadway not lighted,Darkness,Dry,Clear,None apparent,Unpaved,,Fatal,1,0,0,0,0,0,5000,1,1,2001 Officer TraCS,246271,4623006,2005
-90.910811441572235,42.440590316503815,616917,2005230610,05-6809,2005027238,20050617,June,Friday,06:35,District 6 (East Central),Dubuque,N/A,US 20,US 20,Collision with fixed object:  Culvert,Median,Non-collision,Ran off road - left,None Indicated,None apparent,Dawn,Daylight,Dry,Clear,None apparent,Paved,,Fatal,1,0,0,0,0,0,5000,1,1,2001 Officer TraCS,671827,4700810,2005
-93.45799470918999,43.269896394539849,616995,2005230155,,2005029100,20050511,May,Wednesday,09:55,District 2 (Northeast),Worth,N/A,IA 9,IA 9/IOWA 9 & CARDINAL,Collision with:  Vehicle in traffic,On Roadway,Broadside,FTYROW:  From stop sign,None Indicated,None apparent,Daylight,Daylight,Dry,Cloudy,None apparent,Paved,,Fatal,1,1,0,0,1,0,9250,2,2,2001 Officer Paper,462834,4790888,2005
-93.012827379212879,42.462541607894202,617105,2005236956,2005002268,2005033341,20050814,August,Sunday,18:25,District 1 (Central),Hardin,N/A,US 20,US 20,Non-collision events:  Other non-collision (explain in narrative),On Roadway,Non-collision,Equipment failure,None Indicated,None apparent,Daylight,Daylight,Dry,Clear,None apparent,Paved,,Fatal,2,0,0,0,0,0,10000,1,2,2001 Officer TraCS,498946,4701133,2005
-90.59083821177596,41.528815894414791,617267,2005243908,05-21152,2005039620,20050916,September,Friday,22:03,District 6 (East Central),Scott,Davenport,,W 9TH ST & MARQUETTE ST,Collision with fixed object:  Poles (utility/light/etc.),Roadside,Non-collision,Driving too fast for conditions,Alcohol (Statutory),None apparent,Dark - roadway lighted,Darkness,Dry,Clear,None apparent,Paved,,Fatal,1,0,0,0,0,0,15000,1,1,2001 Officer TraCS,700994,4600265,2005
-92.403953084214919,40.994961657542575,617319,2005248182,7229ISP,2005043583,20051006,October,Thursday,22:14,District 5 (Southeast),Wapello,Ottumwa,US 63,US 63,Collision with:  Non-motorist (see non-motorist type),On Roadway,Non-collision,Followed too close,None Indicated,None apparent,Dark - roadway not lighted,Darkness,Dry,Clear,None apparent,Paved,,Fatal,1,0,0,0,0,0,2500,1,2,2001 Officer TraCS,550133,4538368,2005
-90.601981828226116,41.538947009129899,617347,2005247652,0522509,2005043157,20051003,October,Monday,06:42,District 6 (East Central),Scott,Davenport,,HICKORY GROVE RD,Collision with:  Non-motorist (see non-motorist type),On Roadway,Non-collision,Other (explain in narrative):  No improper action,None Indicated,None apparent,Dawn,Darkness,Dry,Clear,None apparent,Paved,,Fatal,1,0,0,0,0,0,750,1,1,2001 Officer TraCS,700033,4601364,2005
-92.521094828124021,41.098993152495332,617445,2005245406,6840ISP,2005040740,20051002,October,Sunday,16:38,District 5 (Southeast),Wapello,N/A,US 63,US 63,Non-collision events:  Overturn/rollover,Median,Non-collision,Ran off road - left,None Indicated,None apparent,Daylight,Daylight,Dry,Clear,None apparent,Paved,,Fatal,1,1,0,1,0,0,17050,1,2,2001 Officer TraCS,540217,4549856,2005
-95.413341159118019,41.497700996497592,617696,2005262019,14537ISP,2005055447,20051215,December,Thursday,10:25,District 4 (Southwest),Pottawattamie,N/A,I-80,I-80,Collision with:  Vehicle in traffic,On Roadway,Sideswipe - opposite direction,Swerving/Evasive Action,None Indicated,Weather conditions,Daylight,Daylight,Ice,Snow,Road surface condition,Paved,,Fatal,1,1,0,1,0,0,53500,4,5,2001 Officer TraCS,298562,4596820,2005
-93.932924378613862,40.579341084156503,617914,2006201591,2861ISP,2006001446,20060114,January,Saturday,06:35,District 5 (Southeast),Decatur,N/A,I-35,I-35,Collision with fixed object:  Tree,On Roadway,Non-collision,Crossed centerline,None Indicated,None apparent,Dark - roadway not lighted,Darkness,Dry,Clear,None apparent,Paved,,Fatal,1,0,0,0,0,0,20000,1,1,2001 Officer TraCS,421043,4492479,2006
